3.999355e+002,6.000000e+000
4.001766e+002,6.000000e+000
4.004177e+002,6.000000e+000
4.006588e+002,6.854616e-001
4.008998e+002,3.605557e-001
4.011409e+002,9.038376e-001
4.013820e+002,6.000000e+000
4.016230e+002,6.000000e+000
4.018641e+002,6.000000e+000
4.021052e+002,6.000000e+000
4.023463e+002,6.000000e+000
4.025873e+002,6.000000e+000
4.028284e+002,6.000000e+000
4.030695e+002,-7.901071e-001
4.033105e+002,-2.208397e-001
4.035516e+002,4.430871e-002
4.037927e+002,1.941173e-001
4.040338e+002,1.577087e-001
4.042748e+002,-2.307818e-001
4.045159e+002,-4.213937e-001
4.047570e+002,-2.649872e-001
4.049980e+002,-2.363082e-001
4.052391e+002,-3.772133e-001
4.054802e+002,-7.800105e-001
4.057212e+002,-2.350221e+000
4.059623e+002,-7.468380e-001
4.062034e+002,-2.996899e-001
4.064445e+002,-1.496410e-001
4.066855e+002,-1.218686e-001
4.069266e+002,-1.048751e-001
4.071677e+002,-3.639109e-002
4.074087e+002,1.103044e-001
4.076498e+002,3.191923e-001
4.078909e+002,4.972730e-001
4.081319e+002,-1.026293e-001
4.083730e+002,-3.635732e-001
4.086141e+002,-1.214980e-001
4.088551e+002,4.406881e-002
4.090962e+002,1.779665e-001
4.093373e+002,3.627636e-001
4.095784e+002,1.405737e+000
4.098194e+002,6.000000e+000
4.100605e+002,-7.130669e-001
4.103016e+002,-5.029078e-001
4.105426e+002,6.000000e+000
4.107837e+002,6.000000e+000
4.110248e+002,6.000000e+000
4.112658e+002,6.000000e+000
4.115069e+002,6.000000e+000
4.117480e+002,6.000000e+000
4.119891e+002,-3.096450e-001
4.122301e+002,5.107803e-002
4.124712e+002,3.333920e-001
4.127123e+002,6.000000e+000
4.129533e+002,-2.515864e+000
4.131944e+002,-3.678576e-001
4.134355e+002,-1.574866e-001
4.136765e+002,1.210841e-002
4.139176e+002,1.605150e-001
4.141587e+002,3.169987e-001
4.143997e+002,7.180011e-001
4.146408e+002,6.000000e+000
4.148819e+002,-4.036621e-001
4.151230e+002,-1.912289e-001
4.153640e+002,-2.288145e-001
4.156051e+002,-6.373121e-001
4.158462e+002,6.000000e+000
4.160872e+002,6.000000e+000
4.163283e+002,-1.530584e+000
4.165694e+002,-6.982598e-001
4.168105e+002,4.120602e-002
4.170515e+002,2.553035e-001
4.172926e+002,8.746845e-001
4.175337e+002,6.000000e+000
4.177747e+002,7.950644e-001
4.180158e+002,8.028269e-002
4.182569e+002,2.103342e-002
4.184980e+002,-8.227434e-002
4.187390e+002,-1.381771e-001
4.189801e+002,-1.339624e-001
4.192212e+002,-5.116837e-002
4.194622e+002,1.179270e-001
4.197033e+002,1.519015e+000
4.199444e+002,-3.382967e-001
4.201855e+002,-4.463462e-002
4.204265e+002,7.799373e-002
4.206676e+002,9.248796e-002
4.209087e+002,-2.166822e-001
4.211497e+002,-3.134592e-001
4.213908e+002,-2.296936e-001
4.216319e+002,-1.700920e-001
4.218730e+002,-9.583551e-002
4.221140e+002,-4.110117e-003
4.223551e+002,1.002077e-001
4.225962e+002,3.222185e-001
4.228372e+002,6.000000e+000
4.230783e+002,6.000000e+000
4.233194e+002,-3.061405e-001
4.235604e+002,-8.648445e-002
4.238015e+002,7.024762e-003
4.240426e+002,6.000000e+000
4.242836e+002,6.000000e+000
4.245247e+002,6.000000e+000
4.247658e+002,-1.033069e+000
4.250069e+002,-3.086389e-001
4.252479e+002,-5.865886e-002
4.254890e+002,1.408845e-001
4.257301e+002,3.150177e-001
4.259711e+002,4.005794e-001
4.262122e+002,4.204179e-001
4.264533e+002,4.684005e-001
4.266943e+002,5.337395e-001
4.269354e+002,5.351952e-001
4.271765e+002,4.897132e-001
4.274176e+002,2.330626e-001
4.276586e+002,-1.324732e-001
4.278997e+002,1.812259e-002
4.281408e+002,1.492981e-001
4.283818e+002,2.170530e-001
4.286229e+002,3.831150e-001
4.288640e+002,6.000000e+000
4.291050e+002,-3.257620e-002
4.293461e+002,1.036022e-001
4.295872e+002,8.973899e-002
4.298282e+002,1.300230e-002
4.300693e+002,-6.624921e-002
4.303104e+002,-8.761998e-002
4.305515e+002,-1.095240e-001
4.307925e+002,-1.823791e-001
4.310336e+002,-7.310686e-002
4.312747e+002,4.046239e-002
4.315157e+002,1.454201e-001
4.317568e+002,2.595886e-001
4.319979e+002,5.636118e-001
4.322390e+002,6.000000e+000
4.324800e+002,5.618610e-001
4.327211e+002,3.586387e-001
4.329622e+002,1.155839e+000
4.332032e+002,6.000000e+000
4.334443e+002,-3.390512e-001
4.336854e+002,-1.480696e-001
4.339265e+002,-1.591445e-002
4.341675e+002,2.185264e-001
4.344086e+002,5.020344e-001
4.346497e+002,2.431533e-001
4.348907e+002,1.241293e-001
4.351318e+002,5.327187e-002
4.353729e+002,2.428323e-002
4.356140e+002,3.727751e-002
4.358550e+002,6.452992e-002
4.360961e+002,1.378381e-001
4.363372e+002,2.366638e-001
4.365782e+002,3.684061e-001
4.368193e+002,4.169240e-002
4.370604e+002,4.703922e-001
4.373015e+002,1.058439e+000
4.375425e+002,6.000000e+000
4.377836e+002,5.840167e-003
4.380247e+002,2.661727e-001
4.382657e+002,1.004374e+000
4.385068e+002,6.000000e+000
4.387479e+002,6.000000e+000
4.389889e+002,6.000000e+000
4.392300e+002,6.000000e+000
4.394711e+002,6.000000e+000
4.397121e+002,-7.935491e-001
4.399532e+002,-6.005453e-002
4.401943e+002,1.190206e-002
4.404354e+002,2.423605e-001
4.406764e+002,3.290724e-001
4.409175e+002,4.722122e-001
4.411586e+002,5.238276e-001
4.413996e+002,4.256275e-001
4.416407e+002,3.906639e-001
4.418818e+002,4.811118e-001
4.421228e+002,6.000000e+000
4.423639e+002,-2.184600e-001
4.426050e+002,-7.551714e-002
4.428461e+002,5.656246e-002
4.430871e+002,2.271408e-001
4.433282e+002,3.848356e-001
4.435693e+002,4.696142e-001
4.438103e+002,6.895944e-001
4.440514e+002,6.000000e+000
4.442925e+002,-6.354625e-002
4.445335e+002,1.233583e-001
4.447746e+002,2.029299e-001
4.450157e+002,-1.661317e-001
4.452567e+002,6.000000e+000
4.454978e+002,6.000000e+000
4.457389e+002,6.000000e+000
4.459800e+002,-1.290102e+000
4.462210e+002,-2.023391e-001
4.464621e+002,1.780504e-001
4.467032e+002,7.898176e-001
4.469442e+002,6.000000e+000
4.471853e+002,6.000000e+000
4.474264e+002,-3.979980e-001
4.476674e+002,-4.936129e-001
4.479085e+002,-1.064330e+000
4.481496e+002,-4.281737e-001
4.483907e+002,-7.143924e-002
4.486317e+002,3.178727e-002
4.488728e+002,1.216912e-001
4.491139e+002,2.280050e-001
4.493549e+002,3.676671e-001
4.495960e+002,3.928795e-001
4.498371e+002,9.651129e-001
4.500782e+002,6.000000e+000
4.503192e+002,6.000000e+000
4.505603e+002,-2.717167e-001
4.508014e+002,-2.477461e-002
4.510424e+002,3.725610e-002
4.512835e+002,4.028113e-002
4.515246e+002,-3.557669e-002
4.517657e+002,-1.079765e-001
4.520067e+002,-1.248808e-001
4.522478e+002,-1.255008e-001
4.524889e+002,-8.931967e-002
4.527299e+002,-3.517754e-002
4.529710e+002,1.186548e-001
4.532121e+002,8.398979e-001
4.534532e+002,-5.136366e-001
4.536942e+002,-5.172159e-001
4.539353e+002,-6.437920e-001
4.541764e+002,-2.101547e-001
4.544174e+002,-7.563163e-002
4.546585e+002,-1.507117e-002
4.548996e+002,9.302804e-002
4.551406e+002,1.270487e+000
4.553817e+002,6.000000e+000
4.556228e+002,6.000000e+000
4.558639e+002,-5.024135e-001
4.561049e+002,-3.642727e-001
4.563460e+002,-2.792828e-001
4.565871e+002,-1.274903e-001
4.568281e+002,-5.314554e-003
4.570692e+002,1.015268e-001
4.573103e+002,2.047569e-001
4.575513e+002,-9.525687e-001
4.577924e+002,-1.061889e-001
